group1,group2,meandiff,p-adj,lower,upper,reject,metric,group_col,device_class
NTRU-HPS-4096-821,SPHINCS+-128s,434996.7068,0.0,431852.262,438141.1515,True,encaps_time_ms,algorithm,Class 2
NTRU-HPS-4096-821,SPHINCS+-192s,568771.2933,0.0,565639.3717,571903.215,True,encaps_time_ms,algorithm,Class 2
NTRU-HPS-4096-821,SPHINCS+-256s,1334021.8469,0.0,1330879.9349,1337163.759,True,encaps_time_ms,algorithm,Class 2
SPHINCS+-128s,SPHINCS+-192s,133774.5866,0.0,130635.0972,136914.0759,True,encaps_time_ms,algorithm,Class 2
SPHINCS+-128s,SPHINCS+-256s,899025.1401,0.0,895875.6844,902174.5959,True,encaps_time_ms,algorithm,Class 2
SPHINCS+-192s,SPHINCS+-256s,765250.5536,0.0,762113.6009,768387.5062,True,encaps_time_ms,algorithm,Class 2
Dilithium2,Dilithium3,6.0809,1.0,-212.7216,224.8833,False,decaps_time_ms,algorithm,Class 2
Dilithium2,Dilithium5,15.4578,1.0,-203.1132,234.0289,False,decaps_time_ms,algorithm,Class 2
Dilithium2,FALCON-1024,0.3953,1.0,-218.3492,219.1397,False,decaps_time_ms,algorithm,Class 2
Dilithium2,FALCON-512,-4.9814,1.0,-224.193,214.2301,False,decaps_time_ms,algorithm,Class 2
Dilithium2,Kyber-1024,2.1343,1.0,-216.6681,220.9368,False,decaps_time_ms,algorithm,Class 2
Dilithium2,Kyber-512,-5.3339,1.0,-224.3111,213.6432,False,decaps_time_ms,algorithm,Class 2
Dilithium2,Kyber-768,-1.7148,1.0,-220.9264,217.4968,False,decaps_time_ms,algorithm,Class 2
Dilithium2,NTRU-HPS-2048-509,566.8384,0.0,348.0939,785.5828,True,decaps_time_ms,algorithm,Class 2
Dilithium2,NTRU-HPS-2048-677,868.483,0.0,649.7386,1087.2275,True,decaps_time_ms,algorithm,Class 2
Dilithium2,NTRU-HPS-4096-821,1125.3973,0.0,906.5949,1344.1998,True,decaps_time_ms,algorithm,Class 2
Dilithium2,SPHINCS+-128s,32151.4343,0.0,31932.1048,32370.7638,True,decaps_time_ms,algorithm,Class 2
Dilithium2,SPHINCS+-192s,32303.542,0.0,32085.086,32521.9979,True,decaps_time_ms,algorithm,Class 2
Dilithium2,SPHINCS+-256s,95466.2421,0.0,95247.0893,95685.3949,True,decaps_time_ms,algorithm,Class 2
Dilithium3,Dilithium5,9.377,1.0,-209.1941,227.948,False,decaps_time_ms,algorithm,Class 2
Dilithium3,FALCON-1024,-5.6856,1.0,-224.43,213.0588,False,decaps_time_ms,algorithm,Class 2
Dilithium3,FALCON-512,-11.0623,1.0,-230.2739,208.1493,False,decaps_time_ms,algorithm,Class 2
Dilithium3,Kyber-1024,-3.9465,1.0,-222.749,214.8559,False,decaps_time_ms,algorithm,Class 2
Dilithium3,Kyber-512,-11.4148,1.0,-230.3919,207.5623,False,decaps_time_ms,algorithm,Class 2
Dilithium3,Kyber-768,-7.7957,1.0,-227.0072,211.4159,False,decaps_time_ms,algorithm,Class 2
Dilithium3,NTRU-HPS-2048-509,560.7575,0.0,342.0131,779.5019,True,decaps_time_ms,algorithm,Class 2
Dilithium3,NTRU-HPS-2048-677,862.4022,0.0,643.6577,1081.1466,True,decaps_time_ms,algorithm,Class 2
Dilithium3,NTRU-HPS-4096-821,1119.3165,0.0,900.514,1338.1189,True,decaps_time_ms,algorithm,Class 2
Dilithium3,SPHINCS+-128s,32145.3535,0.0,31926.024,32364.6829,True,decaps_time_ms,algorithm,Class 2
Dilithium3,SPHINCS+-192s,32297.4611,0.0,32079.0052,32515.9171,True,decaps_time_ms,algorithm,Class 2
Dilithium3,SPHINCS+-256s,95460.1613,0.0,95241.0085,95679.3141,True,decaps_time_ms,algorithm,Class 2
Dilithium5,FALCON-1024,-15.0626,1.0,-233.5755,203.4504,False,decaps_time_ms,algorithm,Class 2
Dilithium5,FALCON-512,-20.4393,1.0,-239.4199,198.5413,False,decaps_time_ms,algorithm,Class 2
Dilithium5,Kyber-1024,-13.3235,1.0,-231.8945,205.2475,False,decaps_time_ms,algorithm,Class 2
Dilithium5,Kyber-512,-20.7918,1.0,-239.5377,197.9542,False,decaps_time_ms,algorithm,Class 2
Dilithium5,Kyber-768,-17.1726,1.0,-236.1532,201.808,False,decaps_time_ms,algorithm,Class 2
Dilithium5,NTRU-HPS-2048-509,551.3805,0.0,332.8676,769.8935,True,decaps_time_ms,algorithm,Class 2
Dilithium5,NTRU-HPS-2048-677,853.0252,0.0,634.5122,1071.5382,True,decaps_time_ms,algorithm,Class 2
Dilithium5,NTRU-HPS-4096-821,1109.9395,0.0,891.3685,1328.5105,True,decaps_time_ms,algorithm,Class 2
Dilithium5,SPHINCS+-128s,32135.9765,0.0,31916.8779,32355.0751,True,decaps_time_ms,algorithm,Class 2
Dilithium5,SPHINCS+-192s,32288.0842,0.0,32069.86,32506.3083,True,decaps_time_ms,algorithm,Class 2
Dilithium5,SPHINCS+-256s,95450.7843,0.0,95231.8625,95669.7061,True,decaps_time_ms,algorithm,Class 2
FALCON-1024,FALCON-512,-5.3767,1.0,-224.5304,213.777,False,decaps_time_ms,algorithm,Class 2
FALCON-1024,Kyber-1024,1.7391,1.0,-217.0054,220.4835,False,decaps_time_ms,algorithm,Class 2
FALCON-1024,Kyber-512,-5.7292,1.0,-224.6484,213.19,False,decaps_time_ms,algorithm,Class 2
FALCON-1024,Kyber-768,-2.1101,1.0,-221.2637,217.0436,False,decaps_time_ms,algorithm,Class 2
FALCON-1024,NTRU-HPS-2048-509,566.4431,0.0,347.7567,785.1295,True,decaps_time_ms,algorithm,Class 2
FALCON-1024,NTRU-HPS-2048-677,868.0878,0.0,649.4014,1086.7742,True,decaps_time_ms,algorithm,Class 2
FALCON-1024,NTRU-HPS-4096-821,1125.0021,0.0,906.2576,1343.7465,True,decaps_time_ms,algorithm,Class 2
FALCON-1024,SPHINCS+-128s,32151.0391,0.0,31931.7675,32370.3106,True,decaps_time_ms,algorithm,Class 2
FALCON-1024,SPHINCS+-192s,32303.1467,0.0,32084.7489,32521.5446,True,decaps_time_ms,algorithm,Class 2
FALCON-1024,SPHINCS+-256s,95465.8469,0.0,95246.752,95684.9418,True,decaps_time_ms,algorithm,Class 2
FALCON-512,Kyber-1024,7.1158,1.0,-212.0958,226.3273,False,decaps_time_ms,algorithm,Class 2
FALCON-512,Kyber-512,-0.3525,1.0,-219.7384,219.0335,False,decaps_time_ms,algorithm,Class 2
FALCON-512,Kyber-768,3.2666,1.0,-216.3533,222.8866,False,decaps_time_ms,algorithm,Class 2
FALCON-512,NTRU-HPS-2048-509,571.8198,0.0,352.6661,790.9735,True,decaps_time_ms,algorithm,Class 2
FALCON-512,NTRU-HPS-2048-677,873.4645,0.0,654.3108,1092.6181,True,decaps_time_ms,algorithm,Class 2
FALCON-512,NTRU-HPS-4096-821,1130.3788,0.0,911.1672,1349.5904,True,decaps_time_ms,algorithm,Class 2
FALCON-512,SPHINCS+-128s,32156.4158,0.0,31936.6781,32376.1534,True,decaps_time_ms,algorithm,Class 2
FALCON-512,SPHINCS+-192s,32308.5234,0.0,32089.6577,32527.3892,True,decaps_time_ms,algorithm,Class 2
FALCON-512,SPHINCS+-256s,95471.2236,0.0,95251.6623,95690.7849,True,decaps_time_ms,algorithm,Class 2
Kyber-1024,Kyber-512,-7.4683,1.0,-226.4454,211.5089,False,decaps_time_ms,algorithm,Class 2
Kyber-1024,Kyber-768,-3.8491,1.0,-223.0607,215.3625,False,decaps_time_ms,algorithm,Class 2
Kyber-1024,NTRU-HPS-2048-509,564.7041,0.0,345.9596,783.4485,True,decaps_time_ms,algorithm,Class 2
Kyber-1024,NTRU-HPS-2048-677,866.3487,0.0,647.6043,1085.0931,True,decaps_time_ms,algorithm,Class 2
Kyber-1024,NTRU-HPS-4096-821,1123.263,0.0,904.4606,1342.0655,True,decaps_time_ms,algorithm,Class 2
Kyber-1024,SPHINCS+-128s,32149.3,0.0,31929.9705,32368.6295,True,decaps_time_ms,algorithm,Class 2
Kyber-1024,SPHINCS+-192s,32301.4077,0.0,32082.9517,32519.8636,True,decaps_time_ms,algorithm,Class 2
Kyber-1024,SPHINCS+-256s,95464.1078,0.0,95244.955,95683.2606,True,decaps_time_ms,algorithm,Class 2
Kyber-512,Kyber-768,3.6191,1.0,-215.7668,223.0051,False,decaps_time_ms,algorithm,Class 2
Kyber-512,NTRU-HPS-2048-509,572.1723,0.0,353.2531,791.0915,True,decaps_time_ms,algorithm,Class 2
Kyber-512,NTRU-HPS-2048-677,873.817,0.0,654.8978,1092.7361,True,decaps_time_ms,algorithm,Class 2
Kyber-512,NTRU-HPS-4096-821,1130.7313,0.0,911.7541,1349.7084,True,decaps_time_ms,algorithm,Class 2
Kyber-512,SPHINCS+-128s,32156.7682,0.0,31937.2645,32376.272,True,decaps_time_ms,algorithm,Class 2
Kyber-512,SPHINCS+-192s,32308.8759,0.0,32090.245,32527.5069,True,decaps_time_ms,algorithm,Class 2
Kyber-512,SPHINCS+-256s,95471.5761,0.0,95252.2488,95690.9033,True,decaps_time_ms,algorithm,Class 2
Kyber-768,NTRU-HPS-2048-509,568.5532,0.0,349.3995,787.7069,True,decaps_time_ms,algorithm,Class 2
Kyber-768,NTRU-HPS-2048-677,870.1978,0.0,651.0441,1089.3515,True,decaps_time_ms,algorithm,Class 2
Kyber-768,NTRU-HPS-4096-821,1127.1121,0.0,907.9005,1346.3237,True,decaps_time_ms,algorithm,Class 2
Kyber-768,SPHINCS+-128s,32153.1491,0.0,31933.4115,32372.8867,True,decaps_time_ms,algorithm,Class 2
Kyber-768,SPHINCS+-192s,32305.2568,0.0,32086.391,32524.1225,True,decaps_time_ms,algorithm,Class 2
Kyber-768,SPHINCS+-256s,95467.9569,0.0,95248.3956,95687.5182,True,decaps_time_ms,algorithm,Class 2
NTRU-HPS-2048-509,NTRU-HPS-2048-677,301.6447,0.0003,82.9583,520.3311,True,decaps_time_ms,algorithm,Class 2
NTRU-HPS-2048-509,NTRU-HPS-4096-821,558.559,0.0,339.8145,777.3034,True,decaps_time_ms,algorithm,Class 2
NTRU-HPS-2048-509,SPHINCS+-128s,31584.5959,0.0,31365.3243,31803.8675,True,decaps_time_ms,algorithm,Class 2
NTRU-HPS-2048-509,SPHINCS+-192s,31736.7036,0.0,31518.3058,31955.1015,True,decaps_time_ms,algorithm,Class 2
NTRU-HPS-2048-509,SPHINCS+-256s,94899.4038,0.0,94680.3089,95118.4986,True,decaps_time_ms,algorithm,Class 2
NTRU-HPS-2048-677,NTRU-HPS-4096-821,256.9143,0.0063,38.1699,475.6587,True,decaps_time_ms,algorithm,Class 2
NTRU-HPS-2048-677,SPHINCS+-128s,31282.9513,0.0,31063.6797,31502.2229,True,decaps_time_ms,algorithm,Class 2
NTRU-HPS-2048-677,SPHINCS+-192s,31435.059,0.0,31216.6611,31653.4568,True,decaps_time_ms,algorithm,Class 2
NTRU-HPS-2048-677,SPHINCS+-256s,94597.7591,0.0,94378.6642,94816.854,True,decaps_time_ms,algorithm,Class 2
NTRU-HPS-4096-821,SPHINCS+-128s,31026.037,0.0,30806.7075,31245.3664,True,decaps_time_ms,algorithm,Class 2
NTRU-HPS-4096-821,SPHINCS+-192s,31178.1447,0.0,30959.6887,31396.6006,True,decaps_time_ms,algorithm,Class 2
NTRU-HPS-4096-821,SPHINCS+-256s,94340.8448,0.0,94121.692,94559.9976,True,decaps_time_ms,algorithm,Class 2
SPHINCS+-128s,SPHINCS+-192s,152.1077,0.5325,-66.8761,371.0915,False,decaps_time_ms,algorithm,Class 2
SPHINCS+-128s,SPHINCS+-256s,63314.8078,0.0,63095.1288,63534.4868,True,decaps_time_ms,algorithm,Class 2
SPHINCS+-192s,SPHINCS+-256s,63162.7001,0.0,62943.8933,63381.507,True,decaps_time_ms,algorithm,Class 2
Dilithium2,Dilithium3,32.4402,1.0,-3537.0868,3601.9672,False,total_time_ms,algorithm,Class 2
Dilithium2,Dilithium5,53.157,1.0,-3512.5947,3618.9087,False,total_time_ms,algorithm,Class 2
Dilithium2,FALCON-1024,1887.2367,0.888,-1681.3439,5455.8172,False,total_time_ms,algorithm,Class 2
Dilithium2,FALCON-512,742.9784,1.0,-2833.2233,4319.1801,False,total_time_ms,algorithm,Class 2
Dilithium2,Kyber-1024,-22.3059,1.0,-3591.8329,3547.2211,False,total_time_ms,algorithm,Class 2
Dilithium2,Kyber-512,-44.6604,1.0,-3617.0373,3527.7166,False,total_time_ms,algorithm,Class 2
Dilithium2,Kyber-768,-33.9611,1.0,-3610.1627,3542.2406,False,total_time_ms,algorithm,Class 2
Dilithium2,NTRU-HPS-2048-509,1894.591,0.8851,-1673.9896,5463.1716,False,total_time_ms,algorithm,Class 2
Dilithium2,NTRU-HPS-2048-677,2933.92,0.2464,-634.6605,6502.5006,False,total_time_ms,algorithm,Class 2
Dilithium2,NTRU-HPS-4096-821,4064.9276,0.01,495.4006,7634.4546,True,total_time_ms,algorithm,Class 2
Dilithium2,SPHINCS+-128s,499501.504,0.0,495923.3792,503079.6289,True,total_time_ms,algorithm,Class 2
Dilithium2,SPHINCS+-192s,639532.6064,0.0,635968.7319,643096.481,True,total_time_ms,algorithm,Class 2
Dilithium2,SPHINCS+-256s,1521595.8689,0.0,1518020.626,1525171.1117,True,total_time_ms,algorithm,Class 2
Dilithium3,Dilithium5,20.7168,1.0,-3545.035,3586.4685,False,total_time_ms,algorithm,Class 2
Dilithium3,FALCON-1024,1854.7965,0.9004,-1713.7841,5423.377,False,total_time_ms,algorithm,Class 2
Dilithium3,FALCON-512,710.5382,1.0,-2865.6635,4286.7399,False,total_time_ms,algorithm,Class 2
Dilithium3,Kyber-1024,-54.7461,1.0,-3624.2731,3514.7809,False,total_time_ms,algorithm,Class 2
Dilithium3,Kyber-512,-77.1006,1.0,-3649.4775,3495.2764,False,total_time_ms,algorithm,Class 2
Dilithium3,Kyber-768,-66.4013,1.0,-3642.603,3509.8004,False,total_time_ms,algorithm,Class 2
Dilithium3,NTRU-HPS-2048-509,1862.1508,0.8977,-1706.4298,5430.7314,False,total_time_ms,algorithm,Class 2
Dilithium3,NTRU-HPS-2048-677,2901.4798,0.2632,-667.1008,6470.0604,False,total_time_ms,algorithm,Class 2
Dilithium3,NTRU-HPS-4096-821,4032.4873,0.0112,462.9603,7602.0144,True,total_time_ms,algorithm,Class 2
Dilithium3,SPHINCS+-128s,499469.0638,0.0,495890.939,503047.1887,True,total_time_ms,algorithm,Class 2
Dilithium3,SPHINCS+-192s,639500.1662,0.0,635936.2917,643064.0408,True,total_time_ms,algorithm,Class 2
Dilithium3,SPHINCS+-256s,1521563.4286,0.0,1517988.1858,1525138.6715,True,total_time_ms,algorithm,Class 2
Dilithium5,FALCON-1024,1834.0797,0.9072,-1730.7246,5398.884,False,total_time_ms,algorithm,Class 2
Dilithium5,FALCON-512,689.8214,1.0,-2882.612,4262.2549,False,total_time_ms,algorithm,Class 2
Dilithium5,Kyber-1024,-75.4628,1.0,-3641.2146,3490.2889,False,total_time_ms,algorithm,Class 2
Dilithium5,Kyber-512,-97.8173,1.0,-3666.422,3470.7873,False,total_time_ms,algorithm,Class 2
Dilithium5,Kyber-768,-87.118,1.0,-3659.5515,3485.3154,False,total_time_ms,algorithm,Class 2
Dilithium5,NTRU-HPS-2048-509,1841.434,0.9045,-1723.3702,5406.2383,False,total_time_ms,algorithm,Class 2
Dilithium5,NTRU-HPS-2048-677,2880.763,0.2726,-684.0412,6445.5673,False,total_time_ms,algorithm,Class 2
Dilithium5,NTRU-HPS-4096-821,4011.7706,0.0119,446.0189,7577.5223,True,total_time_ms,algorithm,Class 2
Dilithium5,SPHINCS+-128s,499448.3471,0.0,495873.9884,503022.7057,True,total_time_ms,algorithm,Class 2
Dilithium5,SPHINCS+-192s,639479.4495,0.0,635919.3562,643039.5427,True,total_time_ms,algorithm,Class 2
Dilithium5,SPHINCS+-256s,1521542.7119,0.0,1517971.2383,1525114.1855,True,total_time_ms,algorithm,Class 2
FALCON-1024,FALCON-512,-1144.2583,0.9986,-4719.5153,2430.9987,False,total_time_ms,algorithm,Class 2
FALCON-1024,Kyber-1024,-1909.5426,0.879,-5478.1231,1659.038,False,total_time_ms,algorithm,Class 2
FALCON-1024,Kyber-512,-1931.897,0.8701,-5503.3283,1639.5342,False,total_time_ms,algorithm,Class 2
FALCON-1024,Kyber-768,-1921.1977,0.8756,-5496.4548,1654.0593,False,total_time_ms,algorithm,Class 2
FALCON-1024,NTRU-HPS-2048-509,7.3543,1.0,-3560.2795,3574.9882,False,total_time_ms,algorithm,Class 2
FALCON-1024,NTRU-HPS-2048-677,1046.6833,0.9994,-2520.9505,4614.3172,False,total_time_ms,algorithm,Class 2
FALCON-1024,NTRU-HPS-4096-821,2177.6909,0.7377,-1390.8897,5746.2714,False,total_time_ms,algorithm,Class 2
FALCON-1024,SPHINCS+-128s,497614.2674,0.0,494037.0867,501191.448,True,total_time_ms,algorithm,Class 2
FALCON-1024,SPHINCS+-192s,637645.3698,0.0,634082.4432,641208.2963,True,total_time_ms,algorithm,Class 2
FALCON-1024,SPHINCS+-256s,1519708.6322,0.0,1516134.3343,1523282.93,True,total_time_ms,algorithm,Class 2
FALCON-512,Kyber-1024,-765.2843,1.0,-4341.486,2810.9174,False,total_time_ms,algorithm,Class 2
FALCON-512,Kyber-512,-787.6388,1.0,-4366.6851,2791.4075,False,total_time_ms,algorithm,Class 2
FALCON-512,Kyber-768,-776.9395,1.0,-4359.8034,2805.9245,False,total_time_ms,algorithm,Class 2
FALCON-512,NTRU-HPS-2048-509,1151.6126,0.9985,-2423.6444,4726.8696,False,total_time_ms,algorithm,Class 2
FALCON-512,NTRU-HPS-2048-677,2190.9416,0.732,-1384.3154,5766.1986,False,total_time_ms,algorithm,Class 2
FALCON-512,NTRU-HPS-4096-821,3321.9491,0.1012,-254.2526,6898.1508,False,total_time_ms,algorithm,Class 2
FALCON-512,SPHINCS+-128s,498758.5256,0.0,495173.7421,502343.3091,True,total_time_ms,algorithm,Class 2
FALCON-512,SPHINCS+-192s,638789.628,0.0,635219.0682,642360.1878,True,total_time_ms,algorithm,Class 2
FALCON-512,SPHINCS+-256s,1520852.8904,0.0,1517270.9836,1524434.7973,True,total_time_ms,algorithm,Class 2
Kyber-1024,Kyber-512,-22.3545,1.0,-3594.7314,3550.0224,False,total_time_ms,algorithm,Class 2
Kyber-1024,Kyber-768,-11.6552,1.0,-3587.8569,3564.5465,False,total_time_ms,algorithm,Class 2
Kyber-1024,NTRU-HPS-2048-509,1916.8969,0.8759,-1651.6837,5485.4774,False,total_time_ms,algorithm,Class 2
Kyber-1024,NTRU-HPS-2048-677,2956.2259,0.2353,-612.3547,6524.8064,False,total_time_ms,algorithm,Class 2
Kyber-1024,NTRU-HPS-4096-821,4087.2334,0.0092,517.7064,7656.7604,True,total_time_ms,algorithm,Class 2
Kyber-1024,SPHINCS+-128s,499523.8099,0.0,495945.6851,503101.9347,True,total_time_ms,algorithm,Class 2
Kyber-1024,SPHINCS+-192s,639554.9123,0.0,635991.0378,643118.7869,True,total_time_ms,algorithm,Class 2
Kyber-1024,SPHINCS+-256s,1521618.1747,0.0,1518042.9319,1525193.4175,True,total_time_ms,algorithm,Class 2
Kyber-512,Kyber-768,10.6993,1.0,-3568.347,3589.7456,False,total_time_ms,algorithm,Class 2
Kyber-512,NTRU-HPS-2048-509,1939.2514,0.8669,-1632.1799,5510.6826,False,total_time_ms,algorithm,Class 2
Kyber-512,NTRU-HPS-2048-677,2978.5804,0.2256,-592.8509,6550.0116,False,total_time_ms,algorithm,Class 2
Kyber-512,NTRU-HPS-4096-821,4109.5879,0.0086,537.211,7681.9648,True,total_time_ms,algorithm,Class 2
Kyber-512,SPHINCS+-128s,499546.1644,0.0,495965.1965,503127.1323,True,total_time_ms,algorithm,Class 2
Kyber-512,SPHINCS+-192s,639577.2668,0.0,636010.5378,643143.9958,True,total_time_ms,algorithm,Class 2
Kyber-512,SPHINCS+-256s,1521640.5292,0.0,1518062.441,1525218.6174,True,total_time_ms,algorithm,Class 2
Kyber-768,NTRU-HPS-2048-509,1928.5521,0.8724,-1646.705,5503.8091,False,total_time_ms,algorithm,Class 2
Kyber-768,NTRU-HPS-2048-677,2967.8811,0.2323,-607.376,6543.1381,False,total_time_ms,algorithm,Class 2
Kyber-768,NTRU-HPS-4096-821,4098.8886,0.0091,522.6869,7675.0903,True,total_time_ms,algorithm,Class 2
Kyber-768,SPHINCS+-128s,499535.4651,0.0,495950.6816,503120.2486,True,total_time_ms,algorithm,Class 2
Kyber-768,SPHINCS+-192s,639566.5675,0.0,635996.0077,643137.1273,True,total_time_ms,algorithm,Class 2
Kyber-768,SPHINCS+-256s,1521629.8299,0.0,1518047.923,1525211.7368,True,total_time_ms,algorithm,Class 2
NTRU-HPS-2048-509,NTRU-HPS-2048-677,1039.329,0.9995,-2528.3049,4606.9629,False,total_time_ms,algorithm,Class 2
NTRU-HPS-2048-509,NTRU-HPS-4096-821,2170.3366,0.7423,-1398.244,5738.9171,False,total_time_ms,algorithm,Class 2
NTRU-HPS-2048-509,SPHINCS+-128s,497606.913,0.0,494029.7324,501184.0937,True,total_time_ms,algorithm,Class 2
NTRU-HPS-2048-509,SPHINCS+-192s,637638.0154,0.0,634075.0889,641200.942,True,total_time_ms,algorithm,Class 2
NTRU-HPS-2048-509,SPHINCS+-256s,1519701.2778,0.0,1516126.98,1523275.5757,True,total_time_ms,algorithm,Class 2
NTRU-HPS-2048-677,NTRU-HPS-4096-821,1131.0076,0.9987,-2437.573,4699.5881,False,total_time_ms,algorithm,Class 2
NTRU-HPS-2048-677,SPHINCS+-128s,496567.584,0.0,492990.4034,500144.7647,True,total_time_ms,algorithm,Class 2
NTRU-HPS-2048-677,SPHINCS+-192s,636598.6864,0.0,633035.7599,640161.613,True,total_time_ms,algorithm,Class 2
NTRU-HPS-2048-677,SPHINCS+-256s,1518661.9488,0.0,1515087.651,1522236.2467,True,total_time_ms,algorithm,Class 2
NTRU-HPS-4096-821,SPHINCS+-128s,495436.5765,0.0,491858.4517,499014.7013,True,total_time_ms,algorithm,Class 2
NTRU-HPS-4096-821,SPHINCS+-192s,635467.6789,0.0,631903.8044,639031.5534,True,total_time_ms,algorithm,Class 2
NTRU-HPS-4096-821,SPHINCS+-256s,1517530.9413,0.0,1513955.6985,1521106.1841,True,total_time_ms,algorithm,Class 2
SPHINCS+-128s,SPHINCS+-192s,140031.1024,0.0,136458.6164,143603.5884,True,total_time_ms,algorithm,Class 2
SPHINCS+-128s,SPHINCS+-256s,1022094.3648,0.0,1018510.5379,1025678.1917,True,total_time_ms,algorithm,Class 2
SPHINCS+-192s,SPHINCS+-256s,882063.2624,0.0,878493.663,885632.8618,True,total_time_ms,algorithm,Class 2
Dilithium2,Dilithium3,8.5329,0.0,8.0643,9.0015,True,peak_memory_kb,algorithm,Class 2
Dilithium2,Dilithium5,17.0026,0.0,16.5345,17.4708,True,peak_memory_kb,algorithm,Class 2
Dilithium2,FALCON-1024,-2.5713,0.0,-3.0398,-2.1028,True,peak_memory_kb,algorithm,Class 2
Dilithium2,FALCON-512,-10.0497,0.0,-10.5192,-9.5802,True,peak_memory_kb,algorithm,Class 2
Dilithium2,Kyber-1024,0.1835,0.9899,-0.2851,0.6521,False,peak_memory_kb,algorithm,Class 2
Dilithium2,Kyber-512,-9.0462,0.0,-9.5152,-8.5772,True,peak_memory_kb,algorithm,Class 2
Dilithium2,Kyber-768,-4.752,0.0,-5.2215,-4.2825,True,peak_memory_kb,algorithm,Class 2
Dilithium2,NTRU-HPS-2048-509,-11.5773,0.0,-12.0458,-11.1088,True,peak_memory_kb,algorithm,Class 2
Dilithium2,NTRU-HPS-2048-677,-9.367,0.0,-9.8355,-8.8985,True,peak_memory_kb,algorithm,Class 2
Dilithium2,NTRU-HPS-4096-821,-6.533,0.0,-7.0016,-6.0644,True,peak_memory_kb,algorithm,Class 2
Dilithium2,SPHINCS+-128s,4.81,0.0,4.3403,5.2798,True,peak_memory_kb,algorithm,Class 2
Dilithium2,SPHINCS+-192s,29.6284,0.0,29.1605,30.0962,True,peak_memory_kb,algorithm,Class 2
Dilithium2,SPHINCS+-256s,69.5117,0.0,69.0424,69.9811,True,peak_memory_kb,algorithm,Class 2
Dilithium3,Dilithium5,8.4697,0.0,8.0016,8.9379,True,peak_memory_kb,algorithm,Class 2
Dilithium3,FALCON-1024,-11.1042,0.0,-11.5727,-10.6357,True,peak_memory_kb,algorithm,Class 2
Dilithium3,FALCON-512,-18.5826,0.0,-19.0521,-18.1131,True,peak_memory_kb,algorithm,Class 2
Dilithium3,Kyber-1024,-8.3494,0.0,-8.818,-7.8808,True,peak_memory_kb,algorithm,Class 2
Dilithium3,Kyber-512,-17.5791,0.0,-18.0481,-17.1101,True,peak_memory_kb,algorithm,Class 2
Dilithium3,Kyber-768,-13.2849,0.0,-13.7544,-12.8154,True,peak_memory_kb,algorithm,Class 2
Dilithium3,NTRU-HPS-2048-509,-20.1102,0.0,-20.5787,-19.6417,True,peak_memory_kb,algorithm,Class 2
Dilithium3,NTRU-HPS-2048-677,-17.8999,0.0,-18.3684,-17.4314,True,peak_memory_kb,algorithm,Class 2
Dilithium3,NTRU-HPS-4096-821,-15.0659,0.0,-15.5345,-14.5973,True,peak_memory_kb,algorithm,Class 2
Dilithium3,SPHINCS+-128s,-3.7229,0.0,-4.1926,-3.2531,True,peak_memory_kb,algorithm,Class 2
Dilithium3,SPHINCS+-192s,21.0955,0.0,20.6276,21.5633,True,peak_memory_kb,algorithm,Class 2
Dilithium3,SPHINCS+-256s,60.9788,0.0,60.5095,61.4482,True,peak_memory_kb,algorithm,Class 2
Dilithium5,FALCON-1024,-19.5739,0.0,-20.0419,-19.1059,True,peak_memory_kb,algorithm,Class 2
Dilithium5,FALCON-512,-27.0523,0.0,-27.5213,-26.5833,True,peak_memory_kb,algorithm,Class 2
Dilithium5,Kyber-1024,-16.8192,0.0,-17.2873,-16.351,True,peak_memory_kb,algorithm,Class 2
Dilithium5,Kyber-512,-26.0488,0.0,-26.5173,-25.5803,True,peak_memory_kb,algorithm,Class 2
Dilithium5,Kyber-768,-21.7546,0.0,-22.2236,-21.2856,True,peak_memory_kb,algorithm,Class 2
Dilithium5,NTRU-HPS-2048-509,-28.5799,0.0,-29.0479,-28.1119,True,peak_memory_kb,algorithm,Class 2
Dilithium5,NTRU-HPS-2048-677,-26.3696,0.0,-26.8376,-25.9016,True,peak_memory_kb,algorithm,Class 2
Dilithium5,NTRU-HPS-4096-821,-23.5356,0.0,-24.0038,-23.0675,True,peak_memory_kb,algorithm,Class 2
Dilithium5,SPHINCS+-128s,-12.1926,0.0,-12.6619,-11.7234,True,peak_memory_kb,algorithm,Class 2
Dilithium5,SPHINCS+-192s,12.6257,0.0,12.1583,13.0931,True,peak_memory_kb,algorithm,Class 2
Dilithium5,SPHINCS+-256s,52.5091,0.0,52.0402,52.978,True,peak_memory_kb,algorithm,Class 2
FALCON-1024,FALCON-512,-7.4784,0.0,-7.9478,-7.009,True,peak_memory_kb,algorithm,Class 2
FALCON-1024,Kyber-1024,2.7547,0.0,2.2862,3.2232,True,peak_memory_kb,algorithm,Class 2
FALCON-1024,Kyber-512,-6.4749,0.0,-6.9438,-6.0061,True,peak_memory_kb,algorithm,Class 2
FALCON-1024,Kyber-768,-2.1807,0.0,-2.6501,-1.7113,True,peak_memory_kb,algorithm,Class 2
FALCON-1024,NTRU-HPS-2048-509,-9.006,0.0,-9.4744,-8.5376,True,peak_memory_kb,algorithm,Class 2
FALCON-1024,NTRU-HPS-2048-677,-6.7957,0.0,-7.2641,-6.3273,True,peak_memory_kb,algorithm,Class 2
