group1,group2,meandiff,p-adj,lower,upper,reject,metric,group_col,device_class
FALCON-1024,Kyber-768,-190.2387,0.8757,-544.3095,163.8322,False,energy_mj,algorithm,Class 1
FALCON-1024,NTRU-HPS-2048-509,1.493,1.0,-352.0141,355.0002,False,energy_mj,algorithm,Class 1
FALCON-1024,NTRU-HPS-2048-677,104.2008,0.9994,-250.0593,458.4609,False,energy_mj,algorithm,Class 1
FALCON-1024,NTRU-HPS-4096-821,218.2091,0.7241,-135.8617,572.2799,False,energy_mj,algorithm,Class 1
FALCON-1024,SPHINCS+-128s,49407.3768,0.0,49053.8696,49760.8839,True,energy_mj,algorithm,Class 1
FALCON-1024,SPHINCS+-192s,63135.7896,0.0,62780.9574,63490.6218,True,energy_mj,algorithm,Class 1
FALCON-1024,SPHINCS+-256s,150527.3237,0.0,150174.0031,150880.6444,True,energy_mj,algorithm,Class 1
FALCON-512,Kyber-1024,-75.5614,1.0,-429.6346,278.5118,False,energy_mj,algorithm,Class 1
FALCON-512,Kyber-512,-77.7743,1.0,-431.5637,276.0151,False,energy_mj,algorithm,Class 1
FALCON-512,Kyber-768,-76.7179,1.0,-430.6017,277.1659,False,energy_mj,algorithm,Class 1
FALCON-512,NTRU-HPS-2048-509,115.0138,0.9983,-238.3061,468.3336,False,energy_mj,algorithm,Class 1
FALCON-512,NTRU-HPS-2048-677,217.7215,0.7273,-136.3517,571.7948,False,energy_mj,algorithm,Class 1
FALCON-512,NTRU-HPS-4096-821,331.7299,0.0935,-22.154,685.6137,False,energy_mj,algorithm,Class 1
FALCON-512,SPHINCS+-128s,49520.8975,0.0,49167.5777,49874.2174,True,energy_mj,algorithm,Class 1
FALCON-512,SPHINCS+-192s,63249.3103,0.0,62894.6647,63603.956,True,energy_mj,algorithm,Class 1
FALCON-512,SPHINCS+-256s,150640.8445,0.0,150287.7112,150993.9777,True,energy_mj,algorithm,Class 1
Kyber-1024,Kyber-512,-2.2129,1.0,-356.7547,352.3288,False,energy_mj,algorithm,Class 1
Kyber-1024,Kyber-768,-1.1565,1.0,-355.7925,353.4794,False,energy_mj,algorithm,Class 1
Kyber-1024,NTRU-HPS-2048-509,190.5751,0.8742,-163.4981,544.6483,False,energy_mj,algorithm,Class 1
Kyber-1024,NTRU-HPS-2048-677,293.2829,0.2386,-61.5421,648.1079,False,energy_mj,algorithm,Class 1
Kyber-1024,NTRU-HPS-4096-821,407.2912,0.0088,52.6552,761.9272,True,energy_mj,algorithm,Class 1
Kyber-1024,SPHINCS+-128s,49596.4589,0.0,49242.3857,49950.5321,True,energy_mj,algorithm,Class 1
Kyber-1024,SPHINCS+-192s,63324.8717,0.0,62969.4755,63680.2679,True,energy_mj,algorithm,Class 1
Kyber-1024,SPHINCS+-256s,150716.4058,0.0,150362.5188,151070.2928,True,energy_mj,algorithm,Class 1
Kyber-512,Kyber-768,1.0564,1.0,-353.2962,355.409,False,energy_mj,algorithm,Class 1
Kyber-512,NTRU-HPS-2048-509,192.788,0.8638,-161.0014,546.5774,False,energy_mj,algorithm,Class 1
Kyber-512,NTRU-HPS-2048-677,295.4958,0.2266,-59.0459,650.0376,False,energy_mj,algorithm,Class 1
Kyber-512,NTRU-HPS-4096-821,409.5041,0.0081,55.1515,763.8567,True,energy_mj,algorithm,Class 1
Kyber-512,SPHINCS+-128s,49598.6718,0.0,49244.8824,49952.4612,True,energy_mj,algorithm,Class 1
Kyber-512,SPHINCS+-192s,63327.0846,0.0,62971.9712,63682.198,True,energy_mj,algorithm,Class 1
Kyber-512,SPHINCS+-256s,150718.6187,0.0,150365.0157,151072.2218,True,energy_mj,algorithm,Class 1
Kyber-768,NTRU-HPS-2048-509,191.7317,0.8688,-162.1521,545.6155,False,energy_mj,algorithm,Class 1
Kyber-768,NTRU-HPS-2048-677,294.4395,0.2321,-60.1965,649.0754,False,energy_mj,algorithm,Class 1
Kyber-768,NTRU-HPS-4096-821,408.4478,0.0084,54.0009,762.8947,True,energy_mj,algorithm,Class 1
Kyber-768,SPHINCS+-128s,49597.6154,0.0,49243.7316,49951.4993,True,energy_mj,algorithm,Class 1
Kyber-768,SPHINCS+-192s,63326.0283,0.0,62970.8207,63681.2358,True,energy_mj,algorithm,Class 1
Kyber-768,SPHINCS+-256s,150717.5624,0.0,150363.8649,151071.2599,True,energy_mj,algorithm,Class 1
NTRU-HPS-2048-509,NTRU-HPS-2048-677,102.7078,0.9995,-251.3654,456.781,False,energy_mj,algorithm,Class 1
NTRU-HPS-2048-509,NTRU-HPS-4096-821,216.7161,0.7329,-137.1677,570.5999,False,energy_mj,algorithm,Class 1
NTRU-HPS-2048-509,SPHINCS+-128s,49405.8838,0.0,49052.5639,49759.2036,True,energy_mj,algorithm,Class 1
NTRU-HPS-2048-509,SPHINCS+-192s,63134.2966,0.0,62779.6509,63488.9422,True,energy_mj,algorithm,Class 1
NTRU-HPS-2048-509,SPHINCS+-256s,150525.8307,0.0,150172.6974,150878.964,True,energy_mj,algorithm,Class 1
NTRU-HPS-2048-677,NTRU-HPS-4096-821,114.0083,0.9985,-240.6277,468.6443,False,energy_mj,algorithm,Class 1
NTRU-HPS-2048-677,SPHINCS+-128s,49303.176,0.0,48949.1028,49657.2492,True,energy_mj,algorithm,Class 1
NTRU-HPS-2048-677,SPHINCS+-192s,63031.5888,0.0,62676.1926,63386.985,True,energy_mj,algorithm,Class 1
NTRU-HPS-2048-677,SPHINCS+-256s,150423.1229,0.0,150069.2359,150777.0099,True,energy_mj,algorithm,Class 1
NTRU-HPS-4096-821,SPHINCS+-128s,49189.1677,0.0,48835.2839,49543.0515,True,energy_mj,algorithm,Class 1
NTRU-HPS-4096-821,SPHINCS+-192s,62917.5805,0.0,62562.373,63272.788,True,energy_mj,algorithm,Class 1
NTRU-HPS-4096-821,SPHINCS+-256s,150309.1146,0.0,149955.4171,150662.8121,True,energy_mj,algorithm,Class 1
SPHINCS+-128s,SPHINCS+-192s,13728.4128,0.0,13373.7672,14083.0585,True,energy_mj,algorithm,Class 1
SPHINCS+-128s,SPHINCS+-256s,101119.9469,0.0,100766.8137,101473.0802,True,energy_mj,algorithm,Class 1
SPHINCS+-192s,SPHINCS+-256s,87391.5341,0.0,87037.0744,87745.9939,True,energy_mj,algorithm,Class 1
Dilithium2,Dilithium3,6.6811,1.0,-207.8781,221.2402,False,keygen_time_ms,algorithm,Class 2
Dilithium2,Dilithium5,13.5743,1.0,-200.758,227.9065,False,keygen_time_ms,algorithm,Class 2
Dilithium2,FALCON-1024,1230.671,0.0,1016.1687,1445.1733,True,keygen_time_ms,algorithm,Class 2
Dilithium2,FALCON-512,444.7133,0.0,229.7529,659.6737,True,keygen_time_ms,algorithm,Class 2
Dilithium2,Kyber-1024,1.3094,1.0,-213.2498,215.8685,False,keygen_time_ms,algorithm,Class 2
Dilithium2,Kyber-512,-5.6484,1.0,-220.3788,209.0821,False,keygen_time_ms,algorithm,Class 2
Dilithium2,Kyber-768,-2.4805,1.0,-217.4409,212.4799,False,keygen_time_ms,algorithm,Class 2
Dilithium2,NTRU-HPS-2048-509,988.1823,0.0,773.6801,1202.6846,True,keygen_time_ms,algorithm,Class 2
Dilithium2,NTRU-HPS-2048-677,1543.1084,0.0,1328.6061,1757.6107,True,keygen_time_ms,algorithm,Class 2
Dilithium2,NTRU-HPS-4096-821,2117.4041,0.0,1902.845,2331.9633,True,keygen_time_ms,algorithm,Class 2
Dilithium2,SPHINCS+-128s,31531.2369,0.0,31316.1609,31746.3128,True,keygen_time_ms,algorithm,Class 2
Dilithium2,SPHINCS+-192s,37635.645,0.0,37421.4256,37849.8644,True,keygen_time_ms,algorithm,Class 2
Dilithium2,SPHINCS+-256s,91285.6537,0.0,91070.751,91500.5564,True,keygen_time_ms,algorithm,Class 2
Dilithium3,Dilithium5,6.8932,1.0,-207.439,221.2254,False,keygen_time_ms,algorithm,Class 2
Dilithium3,FALCON-1024,1223.9899,0.0,1009.4877,1438.4922,True,keygen_time_ms,algorithm,Class 2
Dilithium3,FALCON-512,438.0322,0.0,223.0719,652.9926,True,keygen_time_ms,algorithm,Class 2
Dilithium3,Kyber-1024,-5.3717,1.0,-219.9309,209.1875,False,keygen_time_ms,algorithm,Class 2
Dilithium3,Kyber-512,-12.3294,1.0,-227.0599,202.401,False,keygen_time_ms,algorithm,Class 2
Dilithium3,Kyber-768,-9.1616,1.0,-224.1219,205.7988,False,keygen_time_ms,algorithm,Class 2
Dilithium3,NTRU-HPS-2048-509,981.5013,0.0,766.999,1196.0035,True,keygen_time_ms,algorithm,Class 2
Dilithium3,NTRU-HPS-2048-677,1536.4273,0.0,1321.9251,1750.9296,True,keygen_time_ms,algorithm,Class 2
Dilithium3,NTRU-HPS-4096-821,2110.7231,0.0,1896.1639,2325.2822,True,keygen_time_ms,algorithm,Class 2
Dilithium3,SPHINCS+-128s,31524.5558,0.0,31309.4798,31739.6318,True,keygen_time_ms,algorithm,Class 2
Dilithium3,SPHINCS+-192s,37628.964,0.0,37414.7446,37843.1834,True,keygen_time_ms,algorithm,Class 2
Dilithium3,SPHINCS+-256s,91278.9726,0.0,91064.0699,91493.8754,True,keygen_time_ms,algorithm,Class 2
Dilithium5,FALCON-1024,1217.0968,0.0,1002.8215,1431.372,True,keygen_time_ms,algorithm,Class 2
Dilithium5,FALCON-512,431.139,0.0,216.4052,645.8729,True,keygen_time_ms,algorithm,Class 2
Dilithium5,Kyber-1024,-12.2649,1.0,-226.5971,202.0673,False,keygen_time_ms,algorithm,Class 2
Dilithium5,Kyber-512,-19.2226,1.0,-233.7263,195.2811,False,keygen_time_ms,algorithm,Class 2
Dilithium5,Kyber-768,-16.0548,1.0,-230.7886,198.6791,False,keygen_time_ms,algorithm,Class 2
Dilithium5,NTRU-HPS-2048-509,974.6081,0.0,760.3328,1188.8834,True,keygen_time_ms,algorithm,Class 2
Dilithium5,NTRU-HPS-2048-677,1529.5341,0.0,1315.2589,1743.8094,True,keygen_time_ms,algorithm,Class 2
Dilithium5,NTRU-HPS-4096-821,2103.8299,0.0,1889.4976,2318.1621,True,keygen_time_ms,algorithm,Class 2
Dilithium5,SPHINCS+-128s,31517.6626,0.0,31302.813,31732.5122,True,keygen_time_ms,algorithm,Class 2
Dilithium5,SPHINCS+-192s,37622.0708,0.0,37408.0787,37836.0629,True,keygen_time_ms,algorithm,Class 2
Dilithium5,SPHINCS+-256s,91272.0795,0.0,91057.4033,91486.7556,True,keygen_time_ms,algorithm,Class 2
FALCON-1024,FALCON-512,-785.9577,0.0,-1000.8613,-571.0541,True,keygen_time_ms,algorithm,Class 2
FALCON-1024,Kyber-1024,-1229.3616,0.0,-1443.8639,-1014.8594,True,keygen_time_ms,algorithm,Class 2
FALCON-1024,Kyber-512,-1236.3194,0.0,-1450.993,-1021.6458,True,keygen_time_ms,algorithm,Class 2
FALCON-1024,Kyber-768,-1233.1515,0.0,-1448.0551,-1018.2479,True,keygen_time_ms,algorithm,Class 2
FALCON-1024,NTRU-HPS-2048-509,-242.4887,0.011,-456.934,-28.0433,True,keygen_time_ms,algorithm,Class 2
FALCON-1024,NTRU-HPS-2048-677,312.4374,0.0001,97.992,526.8827,True,keygen_time_ms,algorithm,Class 2
FALCON-1024,NTRU-HPS-4096-821,886.7331,0.0,672.2309,1101.2354,True,keygen_time_ms,algorithm,Class 2
FALCON-1024,SPHINCS+-128s,30300.5659,0.0,30085.5466,30515.5851,True,keygen_time_ms,algorithm,Class 2
FALCON-1024,SPHINCS+-192s,36404.974,0.0,36190.8116,36619.1364,True,keygen_time_ms,algorithm,Class 2
FALCON-1024,SPHINCS+-256s,90054.9827,0.0,89840.1368,90269.8286,True,keygen_time_ms,algorithm,Class 2
FALCON-512,Kyber-1024,-443.4039,0.0,-658.3643,-228.4436,True,keygen_time_ms,algorithm,Class 2
FALCON-512,Kyber-512,-450.3617,0.0,-665.493,-235.2303,True,keygen_time_ms,algorithm,Class 2
FALCON-512,Kyber-768,-447.1938,0.0,-662.5546,-231.833,True,keygen_time_ms,algorithm,Class 2
FALCON-512,NTRU-HPS-2048-509,543.469,0.0,328.5655,758.3726,True,keygen_time_ms,algorithm,Class 2
FALCON-512,NTRU-HPS-2048-677,1098.3951,0.0,883.4915,1313.2987,True,keygen_time_ms,algorithm,Class 2
FALCON-512,NTRU-HPS-4096-821,1672.6908,0.0,1457.7305,1887.6512,True,keygen_time_ms,algorithm,Class 2
FALCON-512,SPHINCS+-128s,31086.5236,0.0,30871.0474,31301.9998,True,keygen_time_ms,algorithm,Class 2
FALCON-512,SPHINCS+-192s,37190.9317,0.0,36976.3105,37405.553,True,keygen_time_ms,algorithm,Class 2
FALCON-512,SPHINCS+-256s,90840.9404,0.0,90625.6371,91056.2437,True,keygen_time_ms,algorithm,Class 2
Kyber-1024,Kyber-512,-6.9577,1.0,-221.6882,207.7727,False,keygen_time_ms,algorithm,Class 2
Kyber-1024,Kyber-768,-3.7899,1.0,-218.7502,211.1705,False,keygen_time_ms,algorithm,Class 2
Kyber-1024,NTRU-HPS-2048-509,986.873,0.0,772.3707,1201.3752,True,keygen_time_ms,algorithm,Class 2
Kyber-1024,NTRU-HPS-2048-677,1541.799,0.0,1327.2967,1756.3013,True,keygen_time_ms,algorithm,Class 2
Kyber-1024,NTRU-HPS-4096-821,2116.0948,0.0,1901.5356,2330.6539,True,keygen_time_ms,algorithm,Class 2
Kyber-1024,SPHINCS+-128s,31529.9275,0.0,31314.8515,31745.0035,True,keygen_time_ms,algorithm,Class 2
Kyber-1024,SPHINCS+-192s,37634.3357,0.0,37420.1163,37848.5551,True,keygen_time_ms,algorithm,Class 2
Kyber-1024,SPHINCS+-256s,91284.3443,0.0,91069.4416,91499.2471,True,keygen_time_ms,algorithm,Class 2
Kyber-512,Kyber-768,3.1679,1.0,-211.9635,218.2992,False,keygen_time_ms,algorithm,Class 2
Kyber-512,NTRU-HPS-2048-509,993.8307,0.0,779.1571,1208.5043,True,keygen_time_ms,algorithm,Class 2
Kyber-512,NTRU-HPS-2048-677,1548.7568,0.0,1334.0831,1763.4304,True,keygen_time_ms,algorithm,Class 2
Kyber-512,NTRU-HPS-4096-821,2123.0525,0.0,1908.322,2337.783,True,keygen_time_ms,algorithm,Class 2
Kyber-512,SPHINCS+-128s,31536.8852,0.0,31321.6384,31752.1321,True,keygen_time_ms,algorithm,Class 2
Kyber-512,SPHINCS+-192s,37641.2934,0.0,37426.9024,37855.6844,True,keygen_time_ms,algorithm,Class 2
Kyber-512,SPHINCS+-256s,91291.3021,0.0,91076.2283,91506.3758,True,keygen_time_ms,algorithm,Class 2
Kyber-768,NTRU-HPS-2048-509,990.6628,0.0,775.7593,1205.5664,True,keygen_time_ms,algorithm,Class 2
Kyber-768,NTRU-HPS-2048-677,1545.5889,0.0,1330.6853,1760.4925,True,keygen_time_ms,algorithm,Class 2
Kyber-768,NTRU-HPS-4096-821,2119.8846,0.0,1904.9243,2334.845,True,keygen_time_ms,algorithm,Class 2
Kyber-768,SPHINCS+-128s,31533.7174,0.0,31318.2412,31749.1936,True,keygen_time_ms,algorithm,Class 2
Kyber-768,SPHINCS+-192s,37638.1255,0.0,37423.5043,37852.7468,True,keygen_time_ms,algorithm,Class 2
Kyber-768,SPHINCS+-256s,91288.1342,0.0,91072.8309,91503.4375,True,keygen_time_ms,algorithm,Class 2
NTRU-HPS-2048-509,NTRU-HPS-2048-677,554.9261,0.0,340.4807,769.3714,True,keygen_time_ms,algorithm,Class 2
NTRU-HPS-2048-509,NTRU-HPS-4096-821,1129.2218,0.0,914.7195,1343.7241,True,keygen_time_ms,algorithm,Class 2
NTRU-HPS-2048-509,SPHINCS+-128s,30543.0545,0.0,30328.0353,30758.0737,True,keygen_time_ms,algorithm,Class 2
NTRU-HPS-2048-509,SPHINCS+-192s,36647.4627,0.0,36433.3003,36861.6251,True,keygen_time_ms,algorithm,Class 2
NTRU-HPS-2048-509,SPHINCS+-256s,90297.4714,0.0,90082.6254,90512.3173,True,keygen_time_ms,algorithm,Class 2
NTRU-HPS-2048-677,NTRU-HPS-4096-821,574.2957,0.0,359.7935,788.798,True,keygen_time_ms,algorithm,Class 2
NTRU-HPS-2048-677,SPHINCS+-128s,29988.1285,0.0,29773.1093,30203.1477,True,keygen_time_ms,algorithm,Class 2
NTRU-HPS-2048-677,SPHINCS+-192s,36092.5366,0.0,35878.3742,36306.6991,True,keygen_time_ms,algorithm,Class 2
NTRU-HPS-2048-677,SPHINCS+-256s,89742.5453,0.0,89527.6994,89957.3913,True,keygen_time_ms,algorithm,Class 2
NTRU-HPS-4096-821,SPHINCS+-128s,29413.8327,0.0,29198.7568,29628.9087,True,keygen_time_ms,algorithm,Class 2
NTRU-HPS-4096-821,SPHINCS+-192s,35518.2409,0.0,35304.0215,35732.4603,True,keygen_time_ms,algorithm,Class 2
NTRU-HPS-4096-821,SPHINCS+-256s,89168.2496,0.0,88953.3468,89383.1523,True,keygen_time_ms,algorithm,Class 2
SPHINCS+-128s,SPHINCS+-192s,6104.4082,0.0,5889.6712,6319.1452,True,keygen_time_ms,algorithm,Class 2
SPHINCS+-128s,SPHINCS+-256s,59754.4169,0.0,59538.9981,59969.8356,True,keygen_time_ms,algorithm,Class 2
SPHINCS+-192s,SPHINCS+-256s,53650.0087,0.0,53435.4452,53864.5722,True,keygen_time_ms,algorithm,Class 2
Dilithium2,Dilithium3,19.6783,1.0,-3117.2107,3156.5673,False,encaps_time_ms,algorithm,Class 2
Dilithium2,Dilithium5,24.1249,1.0,-3109.4464,3157.6962,False,encaps_time_ms,algorithm,Class 2
Dilithium2,FALCON-1024,656.1704,1.0,-2479.8869,3792.2277,False,encaps_time_ms,algorithm,Class 2
Dilithium2,FALCON-512,303.2466,1.0,-2839.5082,3446.0013,False,encaps_time_ms,algorithm,Class 2
Dilithium2,Kyber-1024,-25.7495,1.0,-3162.6386,3111.1395,False,encaps_time_ms,algorithm,Class 2
Dilithium2,Kyber-512,-33.678,1.0,-3173.0716,3105.7155,False,encaps_time_ms,algorithm,Class 2
Dilithium2,Kyber-768,-29.7658,1.0,-3172.5205,3112.989,False,encaps_time_ms,algorithm,Class 2
Dilithium2,NTRU-HPS-2048-509,339.5703,1.0,-2796.487,3475.6276,False,encaps_time_ms,algorithm,Class 2
Dilithium2,NTRU-HPS-2048-677,522.3286,1.0,-2613.7287,3658.3859,False,encaps_time_ms,algorithm,Class 2
Dilithium2,NTRU-HPS-4096-821,822.1261,0.9998,-2314.7629,3959.0151,False,encaps_time_ms,algorithm,Class 2
Dilithium2,SPHINCS+-128s,435818.8329,0.0,432674.3881,438963.2776,True,encaps_time_ms,algorithm,Class 2
Dilithium2,SPHINCS+-192s,569593.4194,0.0,566461.4978,572725.3411,True,encaps_time_ms,algorithm,Class 2
Dilithium2,SPHINCS+-256s,1334843.973,0.0,1331702.061,1337985.8851,True,encaps_time_ms,algorithm,Class 2
Dilithium3,Dilithium5,4.4466,1.0,-3129.1247,3138.0179,False,encaps_time_ms,algorithm,Class 2
Dilithium3,FALCON-1024,636.4921,1.0,-2499.5651,3772.5494,False,encaps_time_ms,algorithm,Class 2
Dilithium3,FALCON-512,283.5683,1.0,-2859.1864,3426.323,False,encaps_time_ms,algorithm,Class 2
Dilithium3,Kyber-1024,-45.4278,1.0,-3182.3169,3091.4612,False,encaps_time_ms,algorithm,Class 2
Dilithium3,Kyber-512,-53.3563,1.0,-3192.7499,3086.0372,False,encaps_time_ms,algorithm,Class 2
Dilithium3,Kyber-768,-49.444,1.0,-3192.1988,3093.3107,False,encaps_time_ms,algorithm,Class 2
Dilithium3,NTRU-HPS-2048-509,319.892,1.0,-2816.1653,3455.9493,False,encaps_time_ms,algorithm,Class 2
Dilithium3,NTRU-HPS-2048-677,502.6503,1.0,-2633.407,3638.7076,False,encaps_time_ms,algorithm,Class 2
Dilithium3,NTRU-HPS-4096-821,802.4478,0.9999,-2334.4412,3939.3368,False,encaps_time_ms,algorithm,Class 2
Dilithium3,SPHINCS+-128s,435799.1546,0.0,432654.7098,438943.5994,True,encaps_time_ms,algorithm,Class 2
Dilithium3,SPHINCS+-192s,569573.7411,0.0,566441.8195,572705.6628,True,encaps_time_ms,algorithm,Class 2
Dilithium3,SPHINCS+-256s,1334824.2947,0.0,1331682.3827,1337966.2068,True,encaps_time_ms,algorithm,Class 2
Dilithium5,FALCON-1024,632.0455,1.0,-2500.6932,3764.7842,False,encaps_time_ms,algorithm,Class 2
Dilithium5,FALCON-512,279.1217,1.0,-2860.3215,3418.5649,False,encaps_time_ms,algorithm,Class 2
Dilithium5,Kyber-1024,-49.8744,1.0,-3183.4458,3083.6969,False,encaps_time_ms,algorithm,Class 2
Dilithium5,Kyber-512,-57.8029,1.0,-3193.8814,3078.2755,False,encaps_time_ms,algorithm,Class 2
Dilithium5,Kyber-768,-53.8906,1.0,-3193.3339,3085.5526,False,encaps_time_ms,algorithm,Class 2
Dilithium5,NTRU-HPS-2048-509,315.4454,1.0,-2817.2933,3448.1841,False,encaps_time_ms,algorithm,Class 2
Dilithium5,NTRU-HPS-2048-677,498.2037,1.0,-2634.535,3630.9424,False,encaps_time_ms,algorithm,Class 2
Dilithium5,NTRU-HPS-4096-821,798.0012,0.9999,-2335.5701,3931.5725,False,encaps_time_ms,algorithm,Class 2
Dilithium5,SPHINCS+-128s,435794.708,0.0,432653.5729,438935.843,True,encaps_time_ms,algorithm,Class 2
Dilithium5,SPHINCS+-192s,569569.2945,0.0,566440.6959,572697.8932,True,encaps_time_ms,algorithm,Class 2
Dilithium5,SPHINCS+-256s,1334819.8481,0.0,1331681.2485,1337958.4478,True,encaps_time_ms,algorithm,Class 2
FALCON-1024,FALCON-512,-352.9239,1.0,-3494.8484,2789.0007,False,encaps_time_ms,algorithm,Class 2
FALCON-1024,Kyber-1024,-681.92,1.0,-3817.9773,2454.1373,False,encaps_time_ms,algorithm,Class 2
FALCON-1024,Kyber-512,-689.8485,1.0,-3828.4109,2448.714,False,encaps_time_ms,algorithm,Class 2
FALCON-1024,Kyber-768,-685.9362,1.0,-3827.8607,2455.9884,False,encaps_time_ms,algorithm,Class 2
FALCON-1024,NTRU-HPS-2048-509,-316.6001,1.0,-3451.8255,2818.6252,False,encaps_time_ms,algorithm,Class 2
FALCON-1024,NTRU-HPS-2048-677,-133.8418,1.0,-3269.0672,3001.3835,False,encaps_time_ms,algorithm,Class 2
FALCON-1024,NTRU-HPS-4096-821,165.9557,1.0,-2970.1016,3302.013,False,encaps_time_ms,algorithm,Class 2
FALCON-1024,SPHINCS+-128s,435162.6624,0.0,432019.0474,438306.2775,True,encaps_time_ms,algorithm,Class 2
FALCON-1024,SPHINCS+-192s,568937.249,0.0,565806.1604,572068.3376,True,encaps_time_ms,algorithm,Class 2
FALCON-1024,SPHINCS+-256s,1334187.8026,0.0,1331046.7209,1337328.8843,True,encaps_time_ms,algorithm,Class 2
FALCON-512,Kyber-1024,-328.9961,1.0,-3471.7508,2813.7586,False,encaps_time_ms,algorithm,Class 2
FALCON-512,Kyber-512,-336.9246,1.0,-3482.1792,2808.3299,False,encaps_time_ms,algorithm,Class 2
FALCON-512,Kyber-768,-333.0123,1.0,-3481.6218,2815.5972,False,encaps_time_ms,algorithm,Class 2
FALCON-512,NTRU-HPS-2048-509,36.3237,1.0,-3105.6008,3178.2483,False,encaps_time_ms,algorithm,Class 2
FALCON-512,NTRU-HPS-2048-677,219.082,1.0,-2922.8425,3361.0066,False,encaps_time_ms,algorithm,Class 2
FALCON-512,NTRU-HPS-4096-821,518.8795,1.0,-2623.8752,3661.6343,False,encaps_time_ms,algorithm,Class 2
FALCON-512,SPHINCS+-128s,435515.5863,0.0,432365.2899,438665.8827,True,encaps_time_ms,algorithm,Class 2
FALCON-512,SPHINCS+-192s,569290.1729,0.0,566152.3762,572427.9695,True,encaps_time_ms,algorithm,Class 2
FALCON-512,SPHINCS+-256s,1334540.7265,0.0,1331392.958,1337688.4949,True,encaps_time_ms,algorithm,Class 2
Kyber-1024,Kyber-512,-7.9285,1.0,-3147.322,3131.465,False,encaps_time_ms,algorithm,Class 2
Kyber-1024,Kyber-768,-4.0162,1.0,-3146.7709,3138.7385,False,encaps_time_ms,algorithm,Class 2
Kyber-1024,NTRU-HPS-2048-509,365.3198,1.0,-2770.7374,3501.3771,False,encaps_time_ms,algorithm,Class 2
Kyber-1024,NTRU-HPS-2048-677,548.0781,1.0,-2587.9791,3684.1354,False,encaps_time_ms,algorithm,Class 2
Kyber-1024,NTRU-HPS-4096-821,847.8756,0.9998,-2289.0134,3984.7647,False,encaps_time_ms,algorithm,Class 2
Kyber-1024,SPHINCS+-128s,435844.5824,0.0,432700.1377,438989.0272,True,encaps_time_ms,algorithm,Class 2
Kyber-1024,SPHINCS+-192s,569619.169,0.0,566487.2473,572751.0906,True,encaps_time_ms,algorithm,Class 2
Kyber-1024,SPHINCS+-256s,1334869.7226,0.0,1331727.8105,1338011.6346,True,encaps_time_ms,algorithm,Class 2
Kyber-512,Kyber-768,3.9123,1.0,-3141.3423,3149.1668,False,encaps_time_ms,algorithm,Class 2
Kyber-512,NTRU-HPS-2048-509,373.2483,1.0,-2765.3141,3511.8108,False,encaps_time_ms,algorithm,Class 2
Kyber-512,NTRU-HPS-2048-677,556.0066,1.0,-2582.5558,3694.5691,False,encaps_time_ms,algorithm,Class 2
Kyber-512,NTRU-HPS-4096-821,855.8041,0.9997,-2283.5894,3995.1977,False,encaps_time_ms,algorithm,Class 2
Kyber-512,SPHINCS+-128s,435852.5109,0.0,432705.5677,438999.4542,True,encaps_time_ms,algorithm,Class 2
Kyber-512,SPHINCS+-192s,569627.0975,0.0,566492.6674,572761.5276,True,encaps_time_ms,algorithm,Class 2
Kyber-512,SPHINCS+-256s,1334877.6511,0.0,1331733.2385,1338022.0636,True,encaps_time_ms,algorithm,Class 2
Kyber-768,NTRU-HPS-2048-509,369.336,1.0,-2772.5885,3511.2606,False,encaps_time_ms,algorithm,Class 2
Kyber-768,NTRU-HPS-2048-677,552.0943,1.0,-2589.8302,3694.0189,False,encaps_time_ms,algorithm,Class 2
Kyber-768,NTRU-HPS-4096-821,851.8918,0.9998,-2290.8629,3994.6466,False,encaps_time_ms,algorithm,Class 2
Kyber-768,SPHINCS+-128s,435848.5986,0.0,432698.3022,438998.895,True,encaps_time_ms,algorithm,Class 2
Kyber-768,SPHINCS+-192s,569623.1852,0.0,566485.3885,572760.9818,True,encaps_time_ms,algorithm,Class 2
Kyber-768,SPHINCS+-256s,1334873.7388,0.0,1331725.9704,1338021.5072,True,encaps_time_ms,algorithm,Class 2
NTRU-HPS-2048-509,NTRU-HPS-2048-677,182.7583,1.0,-2952.467,3317.9836,False,encaps_time_ms,algorithm,Class 2
NTRU-HPS-2048-509,NTRU-HPS-4096-821,482.5558,1.0,-2653.5015,3618.6131,False,encaps_time_ms,algorithm,Class 2
NTRU-HPS-2048-509,SPHINCS+-128s,435479.2626,0.0,432335.6475,438622.8776,True,encaps_time_ms,algorithm,Class 2
NTRU-HPS-2048-509,SPHINCS+-192s,569253.8491,0.0,566122.7605,572384.9377,True,encaps_time_ms,algorithm,Class 2
NTRU-HPS-2048-509,SPHINCS+-256s,1334504.4027,0.0,1331363.3211,1337645.4844,True,encaps_time_ms,algorithm,Class 2
NTRU-HPS-2048-677,NTRU-HPS-4096-821,299.7975,1.0,-2836.2598,3435.8548,False,encaps_time_ms,algorithm,Class 2
NTRU-HPS-2048-677,SPHINCS+-128s,435296.5043,0.0,432152.8893,438440.1193,True,encaps_time_ms,algorithm,Class 2
NTRU-HPS-2048-677,SPHINCS+-192s,569071.0908,0.0,565940.0022,572202.1794,True,encaps_time_ms,algorithm,Class 2
NTRU-HPS-2048-677,SPHINCS+-256s,1334321.6444,0.0,1331180.5628,1337462.7261,True,encaps_time_ms,algorithm,Class 2
